client_id,Delinquent90
99047,0.0
99048,0.03
99049,0.0
99050,0.0
99051,0.01
99052,0.03
99053,0.01
99054,0.01
99055,0.08
99056,0.02
99057,0.01
99058,0.0
99059,0.0
99060,0.01
99061,0.0
99062,0.0
99063,0.01
99064,0.01
99065,0.04
99066,0.02
99067,0.13
99068,0.16
99069,0.01
99070,0.08
99071,0.01
99072,0.01
99073,0.01
99074,0.01
99075,0.02
99076,0.0
99077,0.04
99078,0.01
99079,0.0
99080,0.07
99081,0.0
99082,0.13
99083,0.05
99084,0.07
99085,0.36
99086,0.0
99087,0.0
99088,0.01
99089,0.0
99090,0.0
99091,0.06
99092,0.0
99093,0.03
99094,0.05
99095,0.01
99096,0.0
99097,0.02
99098,0.01
99099,0.13
99100,0.5
99101,0.01
99102,0.0
99103,0.0
99104,0.0
99105,0.0
99106,0.06
99107,0.01
99108,0.14
99109,0.02
99110,0.01
99111,0.0
99112,0.0
99113,0.0
99114,0.01
99115,0.07
99116,0.0
99117,0.0
99118,0.0
99119,0.29
99120,0.04
99121,0.06
99122,0.01
99123,0.0
99124,0.18
99125,0.0
99126,0.24
99127,0.0
99128,0.02
99129,0.0
99130,0.0
99131,0.31
99132,0.04
99133,0.0
99134,0.35
99135,0.0
99136,0.0
99137,0.08
99138,0.03
99139,0.12
99140,0.02
99141,0.16
99142,0.01
99143,0.57
99144,0.31
99145,0.0
99146,0.26
99147,0.03
99148,0.04
99149,0.01
99150,0.17
99151,0.07
99152,0.13
99153,0.0
99154,0.03
99155,0.03
99156,0.21
99157,0.1
99158,0.0
99159,0.05
99160,0.02
99161,0.36
99162,0.05
99163,0.02
99164,0.16
99165,0.29
99166,0.0
99167,0.01
99168,0.0
99169,0.03
99170,0.0
99171,0.02
99172,0.0
99173,0.0
99174,0.0
99175,0.02
99176,0.17
99177,0.03
99178,0.03
99179,0.0
99180,0.0
99181,0.01
99182,0.0
99183,0.15
99184,0.01
99185,0.33
99186,0.0
99187,0.01
99188,0.0
99189,0.02
99190,0.0
99191,0.0
99192,0.06
99193,0.0
99194,0.05
99195,0.41
99196,0.06
99197,0.5
99198,0.13
99199,0.0
99200,0.0
99201,0.02
99202,0.01
99203,0.06
99204,0.0
99205,0.02
99206,0.01
99207,0.03
99208,0.05
99209,0.03
99210,0.0
99211,0.01
99212,0.01
99213,0.39
99214,0.01
99215,0.0
99216,0.14
99217,0.01
99218,0.07
99219,0.23
99220,0.01
99221,0.01
99222,0.0
99223,0.14
99224,0.04
99225,0.01
99226,0.01
99227,0.06
99228,0.06
99229,0.04
99230,0.0
99231,0.0
99232,0.15
99233,0.15
99234,0.2
99235,0.02
99236,0.08
99237,0.05
99238,0.0
99239,0.05
99240,0.03
99241,0.01
99242,0.0
99243,0.13
99244,0.0
99245,0.04
99246,0.06
99247,0.03
99248,0.0
99249,0.0
99250,0.01
99251,0.07
99252,0.03
99253,0.23
99254,0.0
99255,0.0
99256,0.16
99257,0.0
99258,0.15
99259,0.01
99260,0.0
99261,0.02
99262,0.16
99263,0.0
99264,0.01
99265,0.0
99266,0.03
99267,0.0
99268,0.0
99269,0.03
99270,0.01
99271,0.6
99272,0.11
99273,0.0
99274,0.05
99275,0.0
99276,0.04
99277,0.02
99278,0.42
99279,0.0
99280,0.0
99281,0.08
99282,0.0
99283,0.03
99284,0.01
99285,0.0
99286,0.05
99287,0.0
99288,0.06
99289,0.0
99290,0.05
99291,0.03
99292,0.0
99293,0.03
99294,0.0
99295,0.11
99296,0.06
99297,0.08
99298,0.02
99299,0.05
99300,0.0
99301,0.0
99302,0.05
99303,0.05
99304,0.09
99305,0.01
99306,0.14
99307,0.0
99308,0.0
99309,0.24
99310,0.0
99311,0.08
99312,0.17
99313,0.07
99314,0.0
99315,0.21
99316,0.02
99317,0.06
99318,0.02
99319,0.15
99320,0.0
99321,0.04
99322,0.01
99323,0.0
99324,0.07
99325,0.46
99326,0.03
99327,0.01
99328,0.12
99329,0.11
99330,0.16
99331,0.01
99332,0.13
99333,0.0
99334,0.0
99335,0.03
99336,0.14
99337,0.13
99338,0.0
99339,0.17
99340,0.04
99341,0.38
99342,0.03
99343,0.25
99344,0.0
99345,0.04
99346,0.04
99347,0.19
99348,0.17
99349,0.05
99350,0.0
99351,0.24
99352,0.53
99353,0.0
99354,0.02
99355,0.51
99356,0.04
99357,0.0
99358,0.04
99359,0.01
99360,0.01
99361,0.01
99362,0.01
99363,0.11
99364,0.05
99365,0.03
99366,0.0
99367,0.04
99368,0.08
99369,0.0
99370,0.0
99371,0.0
99372,0.02
99373,0.0
99374,0.01
99375,0.01
99376,0.0
99377,0.01
99378,0.0
99379,0.02
99380,0.07
99381,0.3
99382,0.55
99383,0.0
99384,0.0
99385,0.0
99386,0.03
99387,0.02
99388,0.0
99389,0.07
99390,0.2
99391,0.38
99392,0.02
99393,0.46
99394,0.01
99395,0.04
99396,0.0
99397,0.01
99398,0.04
99399,0.03
99400,0.01
99401,0.01
99402,0.0
99403,0.11
99404,0.44
99405,0.02
99406,0.41
99407,0.01
99408,0.14
99409,0.01
99410,0.01
99411,0.03
99412,0.0
99413,0.03
99414,0.02
99415,0.08
99416,0.0
99417,0.0
99418,0.02
99419,0.1
99420,0.55
99421,0.04
99422,0.18
99423,0.0
99424,0.0
99425,0.01
99426,0.28
99427,0.01
99428,0.12
99429,0.01
99430,0.01
99431,0.01
99432,0.0
99433,0.0
99434,0.01
99435,0.02
99436,0.26
99437,0.02
99438,0.01
99439,0.01
99440,0.45
99441,0.07
99442,0.16
99443,0.14
99444,0.05
99445,0.16
99446,0.07
99447,0.04
99448,0.35
99449,0.08
99450,0.13
99451,0.03
99452,0.0
99453,0.02
99454,0.0
99455,0.07
99456,0.05
99457,0.01
99458,0.24
99459,0.0
99460,0.0
99461,0.26
99462,0.03
99463,0.49
99464,0.02
99465,0.02
99466,0.21
99467,0.0
99468,0.09
99469,0.17
99470,0.0
99471,0.01
99472,0.02
99473,0.0
99474,0.51
99475,0.01
99476,0.07
99477,0.13
99478,0.12
99479,0.23
99480,0.13
99481,0.03
99482,0.01
99483,0.0
99484,0.02
99485,0.07
99486,0.01
99487,0.02
99488,0.01
99489,0.02
99490,0.02
99491,0.02
99492,0.03
99493,0.06
99494,0.02
99495,0.36
99496,0.02
99497,0.02
99498,0.01
99499,0.37
99500,0.17
99501,0.16
99502,0.07
99503,0.08
99504,0.02
99505,0.0
99506,0.08
99507,0.17
99508,0.0
99509,0.14
99510,0.0
99511,0.21
99512,0.02
99513,0.01
99514,0.01
99515,0.34
99516,0.1
99517,0.38
99518,0.11
99519,0.25
99520,0.01
99521,0.1
99522,0.0
99523,0.0
99524,0.52
99525,0.11
99526,0.03
99527,0.0
99528,0.02
99529,0.0
99530,0.11
99531,0.14
99532,0.01
99533,0.0
99534,0.03
99535,0.0
99536,0.02
99537,0.02
99538,0.0
99539,0.04
99540,0.01
99541,0.05
99542,0.0
99543,0.18
99544,0.15
99545,0.0
99546,0.0
99547,0.03
99548,0.17
99549,0.0
99550,0.03
99551,0.0
99552,0.02
99553,0.2
99554,0.01
99555,0.14
99556,0.03
99557,0.0
99558,0.0
99559,0.07
99560,0.04
99561,0.01
99562,0.08
99563,0.08
99564,0.42
99565,0.0
99566,0.07
99567,0.03
99568,0.0
99569,0.09
99570,0.29
99571,0.06
99572,0.08
99573,0.01
99574,0.01
99575,0.0
99576,0.0
99577,0.09
99578,0.01
99579,0.21
99580,0.01
99581,0.11
99582,0.0
99583,0.0
99584,0.0
99585,0.0
99586,0.01
99587,0.03
99588,0.0
99589,0.01
99590,0.29
99591,0.01
99592,0.15
99593,0.16
99594,0.0
99595,0.02
99596,0.01
99597,0.13
99598,0.0
99599,0.09
99600,0.49
99601,0.29
99602,0.03
99603,0.09
99604,0.0
99605,0.02
99606,0.0
99607,0.1
99608,0.01
99609,0.02
99610,0.0
99611,0.02
99612,0.0
99613,0.16
99614,0.06
99615,0.07
99616,0.13
99617,0.0
99618,0.29
99619,0.08
99620,0.0
99621,0.1
99622,0.0
99623,0.02
99624,0.01
99625,0.0
99626,0.0
99627,0.0
99628,0.0
99629,0.0
99630,0.0
99631,0.01
99632,0.08
99633,0.12
99634,0.0
99635,0.06
99636,0.02
99637,0.01
99638,0.19
99639,0.02
99640,0.06
99641,0.25
99642,0.01
99643,0.01
99644,0.0
99645,0.2
99646,0.31
99647,0.21
99648,0.23
99649,0.03
99650,0.0
99651,0.02
99652,0.0
99653,0.2
99654,0.03
99655,0.07
99656,0.01
99657,0.25
99658,0.44
99659,0.02
99660,0.05
99661,0.0
99662,0.16
99663,0.06
99664,0.06
99665,0.0
99666,0.26
99667,0.05
99668,0.0
99669,0.0
99670,0.04
99671,0.37
99672,0.04
99673,0.01
99674,0.03
99675,0.01
99676,0.02
99677,0.15
99678,0.07
99679,0.15
99680,0.0
99681,0.31
99682,0.2
99683,0.05
99684,0.11
99685,0.0
99686,0.0
99687,0.0
99688,0.0
99689,0.11
99690,0.02
99691,0.23
99692,0.01
99693,0.0
99694,0.0
99695,0.03
99696,0.04
99697,0.01
99698,0.02
99699,0.54
99700,0.0
99701,0.0
99702,0.0
99703,0.49
99704,0.01
99705,0.04
99706,0.0
99707,0.01
99708,0.04
99709,0.01
99710,0.04
99711,0.0
99712,0.0
99713,0.03
99714,0.15
99715,0.32
99716,0.12
99717,0.01
99718,0.02
99719,0.04
99720,0.06
99721,0.0
99722,0.3
99723,0.0
99724,0.0
99725,0.01
99726,0.39
99727,0.09
99728,0.12
99729,0.06
99730,0.0
99731,0.01
99732,0.05
99733,0.33
99734,0.02
99735,0.0
99736,0.01
99737,0.01
99738,0.46
99739,0.08
99740,0.09
99741,0.03
99742,0.04
99743,0.03
99744,0.02
99745,0.0
99746,0.03
99747,0.11
99748,0.04
99749,0.0
99750,0.01
99751,0.04
99752,0.06
99753,0.05
99754,0.08
99755,0.08
99756,0.04
99757,0.02
99758,0.04
99759,0.08
99760,0.14
99761,0.28
99762,0.0
99763,0.0
99764,0.14
99765,0.09
99766,0.02
99767,0.0
99768,0.01
99769,0.02
99770,0.01
99771,0.14
99772,0.0
99773,0.01
99774,0.07
99775,0.25
99776,0.25
99777,0.15
99778,0.0
99779,0.01
99780,0.01
99781,0.0
99782,0.0
99783,0.19
99784,0.21
99785,0.02
99786,0.17
99787,0.03
99788,0.01
99789,0.07
99790,0.07
99791,0.0
99792,0.0
99793,0.01
99794,0.04
99795,0.02
99796,0.0
99797,0.0
99798,0.0
99799,0.28
99800,0.02
99801,0.0
99802,0.0
99803,0.0
99804,0.02
99805,0.02
99806,0.16
99807,0.14
99808,0.0
99809,0.01
99810,0.08
99811,0.44
99812,0.0
99813,0.06
99814,0.0
99815,0.09
99816,0.01
99817,0.01
99818,0.13
99819,0.02
99820,0.0
99821,0.0
99822,0.39
99823,0.0
99824,0.08
99825,0.0
99826,0.0
99827,0.04
99828,0.07
99829,0.09
99830,0.12
99831,0.03
99832,0.86
99833,0.0
99834,0.12
99835,0.01
99836,0.04
99837,0.02
99838,0.0
99839,0.07
99840,0.01
99841,0.0
99842,0.08
99843,0.05
99844,0.24
99845,0.0
99846,0.14
99847,0.28
99848,0.52
99849,0.48
99850,0.0
99851,0.0
99852,0.07
99853,0.01
99854,0.03
99855,0.03
99856,0.05
99857,0.01
99858,0.0
99859,0.17
99860,0.33
99861,0.01
99862,0.1
99863,0.02
99864,0.01
99865,0.0
99866,0.49
99867,0.0
99868,0.0
99869,0.02
99870,0.0
99871,0.04
99872,0.21
99873,0.0
99874,0.14
99875,0.01
99876,0.0
99877,0.1
99878,0.0
99879,0.08
99880,0.14
99881,0.0
99882,0.01
99883,0.01
99884,0.01
99885,0.26
99886,0.0
99887,0.17
99888,0.0
99889,0.0
99890,0.0
99891,0.0
99892,0.13
99893,0.04
99894,0.28
99895,0.02
99896,0.26
99897,0.03
99898,0.02
99899,0.12
99900,0.15
99901,0.08
99902,0.18
99903,0.05
99904,0.01
99905,0.0
99906,0.0
99907,0.08
99908,0.01
99909,0.02
99910,0.01
99911,0.12
99912,0.0
99913,0.01
99914,0.15
99915,0.11
99916,0.09
99917,0.22
99918,0.06
99919,0.0
99920,0.01
99921,0.0
99922,0.01
99923,0.0
99924,0.1
99925,0.07
99926,0.16
99927,0.02
99928,0.04
99929,0.0
99930,0.04
99931,0.16
99932,0.4
99933,0.07
99934,0.01
99935,0.01
99936,0.0
99937,0.04
99938,0.0
99939,0.04
99940,0.01
99941,0.1
99942,0.05
99943,0.02
99944,0.01
99945,0.01
99946,0.01
99947,0.01
99948,0.12
99949,0.01
99950,0.06
99951,0.02
99952,0.37
99953,0.0
99954,0.14
99955,0.0
99956,0.03
99957,0.06
99958,0.01
99959,0.04
99960,0.07
99961,0.38
99962,0.07
99963,0.41
99964,0.02
99965,0.03
99966,0.07
99967,0.01
99968,0.32
99969,0.03
99970,0.0
99971,0.02
99972,0.08
99973,0.01
99974,0.0
99975,0.0
99976,0.06
99977,0.02
99978,0.0
99979,0.02
99980,0.01
99981,0.13
99982,0.1
99983,0.07
99984,0.0
99985,0.0
99986,0.01
99987,0.11
99988,0.0
99989,0.08
99990,0.02
99991,0.03
99992,0.01
99993,0.02
99994,0.01
99995,0.0
99996,0.0
99997,0.0
99998,0.04
99999,0.08
100000,0.01
100001,0.01
100002,0.11
100003,0.0
100004,0.0
100005,0.05
100006,0.12
100007,0.12
100008,0.09
100009,0.38
100010,0.01
100011,0.01
100012,0.09
100013,0.42
100014,0.04
100015,0.0
100016,0.22
100017,0.03
100018,0.18
100019,0.15
100020,0.0
100021,0.02
100022,0.01
100023,0.0
100024,0.1
100025,0.0
100026,0.03
100027,0.07
100028,0.06
100029,0.03
100030,0.28
100031,0.01
100032,0.1
100033,0.09
100034,0.01
100035,0.01
100036,0.23
100037,0.32
100038,0.02
100039,0.35
100040,0.1
100041,0.2
100042,0.05
100043,0.3
100044,0.01
100045,0.43
100046,0.01
100047,0.25
100048,0.0
100049,0.17
100050,0.04
100051,0.12
100052,0.01
100053,0.58
100054,0.0
100055,0.02
100056,0.25
100057,0.1
100058,0.1
100059,0.0
100060,0.0
100061,0.04
100062,0.01
100063,0.07
100064,0.17
100065,0.11
100066,0.1
100067,0.25
100068,0.02
100069,0.0
100070,0.17
100071,0.01
100072,0.0
100073,0.06
100074,0.05
100075,0.0
100076,0.01
100077,0.09
100078,0.0
100079,0.33
100080,0.01
100081,0.0
100082,0.01
100083,0.0
100084,0.03
100085,0.03
100086,0.0
100087,0.06
100088,0.0
100089,0.01
100090,0.06
100091,0.04
100092,0.01
100093,0.33
100094,0.04
100095,0.05
100096,0.09
100097,0.05
100098,0.02
100099,0.03
100100,0.12
100101,0.01
100102,0.01
100103,0.01
100104,0.0
100105,0.21
100106,0.0
100107,0.0
100108,0.01
100109,0.0
100110,0.03
100111,0.28
100112,0.01
100113,0.34
100114,0.02
100115,0.31
100116,0.0
100117,0.02
100118,0.32
100119,0.0
100120,0.0
100121,0.0
100122,0.01
100123,0.1
100124,0.0
100125,0.02
100126,0.0
100127,0.03
100128,0.11
100129,0.22
100130,0.0
100131,0.12
100132,0.0
100133,0.35
100134,0.08
100135,0.0
100136,0.05
100137,0.0
100138,0.07
100139,0.43
100140,0.0
100141,0.04
100142,0.0
100143,0.0
100144,0.0
100145,0.31
100146,0.0
100147,0.58
100148,0.07
100149,0.01
100150,0.07
100151,0.01
100152,0.02
100153,0.0
100154,0.02
100155,0.0
100156,0.0
100157,0.04
100158,0.09
100159,0.01
100160,0.07
100161,0.0
100162,0.06
100163,0.0
100164,0.0
100165,0.11
100166,0.0
100167,0.15
100168,0.01
100169,0.1
100170,0.12
100171,0.21
100172,0.02
100173,0.04
100174,0.0
100175,0.03
100176,0.06
100177,0.01
100178,0.06
100179,0.0
100180,0.03
100181,0.01
100182,0.0
100183,0.03
100184,0.03
100185,0.0
100186,0.0
100187,0.2
100188,0.04
100189,0.01
100190,0.11
100191,0.01
100192,0.13
100193,0.0
100194,0.29
100195,0.05
100196,0.05
100197,0.01
100198,0.0
100199,0.06
100200,0.01
100201,0.02
100202,0.0
100203,0.01
100204,0.02
100205,0.0
100206,0.0
100207,0.49
100208,0.01
100209,0.0
100210,0.07
100211,0.04
100212,0.06
100213,0.28
100214,0.02
100215,0.01
100216,0.0
100217,0.0
100218,0.05
100219,0.0
100220,0.0
100221,0.0
100222,0.0
100223,0.02
100224,0.03
100225,0.03
100226,0.0
100227,0.03
100228,0.08
100229,0.0
100230,0.35
100231,0.0
100232,0.0
100233,0.08
100234,0.03
100235,0.21
100236,0.03
100237,0.0
100238,0.01
100239,0.0
100240,0.0
100241,0.04
100242,0.01
100243,0.05
100244,0.05
100245,0.03
100246,0.01
100247,0.0
100248,0.02
100249,0.0
100250,0.0
100251,0.0
100252,0.0
100253,0.05
100254,0.0
100255,0.0
100256,0.03
100257,0.01
100258,0.1
100259,0.07
100260,0.0
100261,0.01
100262,0.07
100263,0.0
100264,0.25
100265,0.0
100266,0.15
100267,0.03
100268,0.02
100269,0.14
100270,0.1
100271,0.36
100272,0.01
100273,0.36
100274,0.01
100275,0.0
100276,0.02
100277,0.02
100278,0.05
100279,0.01
100280,0.0
100281,0.36
100282,0.0
100283,0.01
100284,0.06
100285,0.01
100286,0.01
100287,0.01
100288,0.02
100289,0.08
100290,0.07
100291,0.0
100292,0.0
100293,0.0
100294,0.02
100295,0.11
100296,0.08
100297,0.0
100298,0.01
100299,0.78
100300,0.02
100301,0.02
100302,0.0
100303,0.28
100304,0.03
100305,0.01
100306,0.0
100307,0.05
100308,0.01
100309,0.0
100310,0.0
100311,0.07
100312,0.0
100313,0.31
100314,0.0
100315,0.0
100316,0.0
100317,0.02
100318,0.02
100319,0.02
100320,0.02
100321,0.0
100322,0.01
100323,0.01
100324,0.01
100325,0.04
100326,0.2
100327,0.33
100328,0.04
100329,0.23
100330,0.03
100331,0.02
100332,0.0
100333,0.35
100334,0.15
100335,0.04
100336,0.01
100337,0.11
100338,0.02
100339,0.03
100340,0.19
100341,0.03
100342,0.23
100343,0.26
100344,0.06
100345,0.0
100346,0.01
100347,0.49
100348,0.0
100349,0.18
100350,0.0
100351,0.32
100352,0.01
100353,0.0
100354,0.03
100355,0.14
100356,0.15
100357,0.0
100358,0.04
100359,0.08
100360,0.0
100361,0.07
100362,0.07
100363,0.18
100364,0.02
100365,0.0
100366,0.0
100367,0.02
100368,0.01
100369,0.02
100370,0.04
100371,0.03
100372,0.06
100373,0.0
100374,0.0
100375,0.03
100376,0.01
100377,0.01
100378,0.28
100379,0.0
100380,0.0
100381,0.37
100382,0.14
100383,0.2
100384,0.02
100385,0.0
100386,0.21
100387,0.02
100388,0.0
100389,0.06
100390,0.01
100391,0.0
100392,0.05
100393,0.15
100394,0.0
100395,0.02
100396,0.01
100397,0.02
100398,0.03
100399,0.04
100400,0.17
100401,0.01
100402,0.27
100403,0.03
100404,0.01
100405,0.0
100406,0.03
100407,0.21
100408,0.0
100409,0.23
100410,0.01
100411,0.01
100412,0.55
100413,0.01
100414,0.0
100415,0.06
100416,0.0
100417,0.08
100418,0.0
100419,0.38
100420,0.34
100421,0.1
100422,0.31
100423,0.0
100424,0.08
100425,0.0
100426,0.02
100427,0.01
100428,0.15
100429,0.13
100430,0.0
100431,0.05
100432,0.02
100433,0.0
100434,0.0
100435,0.05
100436,0.04
100437,0.04
100438,0.1
100439,0.02
100440,0.01
100441,0.0
100442,0.02
100443,0.01
100444,0.08
100445,0.02
100446,0.63
100447,0.05
100448,0.01
100449,0.03
100450,0.01
100451,0.19
100452,0.0
100453,0.02
100454,0.2
100455,0.07
100456,0.11
100457,0.12
100458,0.0
100459,0.0
100460,0.0
100461,0.0
100462,0.0
100463,0.02
100464,0.08
100465,0.0
100466,0.06
100467,0.0
100468,0.0
100469,0.0
100470,0.29
100471,0.15
100472,0.01
100473,0.0
100474,0.0
100475,0.0
100476,0.0
100477,0.04
100478,0.03
100479,0.04
100480,0.01
100481,0.01
100482,0.02
100483,0.06
100484,0.01
100485,0.0
100486,0.03
100487,0.04
100488,0.01
100489,0.0
100490,0.24
100491,0.0
100492,0.01
100493,0.04
100494,0.0
100495,0.0
100496,0.06
100497,0.02
100498,0.0
100499,0.01
100500,0.02
100501,0.01
100502,0.12
100503,0.26
100504,0.01
100505,0.01
100506,0.19
100507,0.1
100508,0.08
100509,0.0
100510,0.0
100511,0.28
100512,0.04
100513,0.09
100514,0.05
100515,0.22
100516,0.02
100517,0.0
100518,0.04
100519,0.02
100520,0.3
100521,0.0
100522,0.03
100523,0.02
100524,0.0
100525,0.0
100526,0.05
100527,0.02
100528,0.04
100529,0.03
100530,0.0
100531,0.08
100532,0.09
100533,0.06
100534,0.16
100535,0.06
100536,0.09
100537,0.49
100538,0.37
100539,0.01
100540,0.0
100541,0.39
100542,0.19
100543,0.49
100544,0.01
100545,0.05
100546,0.01
100547,0.0
100548,0.01
100549,0.02
100550,0.02
100551,0.33
100552,0.03
100553,0.0
100554,0.0
100555,0.02
100556,0.04
100557,0.0
100558,0.0
100559,0.0
100560,0.13
100561,0.13
100562,0.0
100563,0.25
100564,0.01
100565,0.13
100566,0.11
100567,0.1
100568,0.02
100569,0.2
100570,0.03
100571,0.0
100572,0.0
100573,0.01
100574,0.05
100575,0.01
100576,0.01
100577,0.0
100578,0.07
100579,0.0
100580,0.04
100581,0.2
100582,0.01
100583,0.02
100584,0.1
100585,0.0
100586,0.0
100587,0.03
100588,0.01
100589,0.02
100590,0.0
100591,0.05
100592,0.12
100593,0.03
100594,0.25
100595,0.41
100596,0.03
100597,0.1
100598,0.05
100599,0.01
100600,0.02
100601,0.21
100602,0.0
100603,0.0
100604,0.0
100605,0.08
100606,0.04
100607,0.57
100608,0.5
100609,0.02
100610,0.29
100611,0.01
100612,0.0
100613,0.03
100614,0.0
100615,0.03
100616,0.03
100617,0.04
100618,0.03
100619,0.06
100620,0.06
100621,0.0
100622,0.01
100623,0.02
100624,0.01
100625,0.02
100626,0.13
100627,0.01
100628,0.12
100629,0.0
100630,0.0
100631,0.11
100632,0.0
100633,0.01
100634,0.0
100635,0.51
100636,0.02
100637,0.0
100638,0.02
100639,0.0
100640,0.02
100641,0.67
100642,0.1
100643,0.02
100644,0.0
100645,0.18
100646,0.0
100647,0.01
100648,0.0
100649,0.07
100650,0.0
100651,0.08
100652,0.02
100653,0.06
100654,0.03
100655,0.0
100656,0.02
100657,0.01
100658,0.04
100659,0.01
100660,0.05
100661,0.3
100662,0.02
100663,0.0
100664,0.03
100665,0.03
100666,0.01
100667,0.0
100668,0.0
100669,0.56
100670,0.02
100671,0.0
100672,0.01
100673,0.03
100674,0.34
100675,0.02
100676,0.02
100677,0.0
100678,0.06
100679,0.1
100680,0.21
100681,0.1
100682,0.0
100683,0.0
100684,0.0
100685,0.01
100686,0.07
100687,0.01
100688,0.0
100689,0.05
100690,0.13
100691,0.02
100692,0.13
100693,0.0
100694,0.01
100695,0.32
100696,0.06
100697,0.0
100698,0.0
100699,0.01
100700,0.09
100701,0.05
100702,0.03
100703,0.11
100704,0.03
100705,0.0
100706,0.02
100707,0.01
100708,0.07
100709,0.0
100710,0.38
100711,0.05
100712,0.0
100713,0.0
100714,0.01
100715,0.0
100716,0.24
100717,0.04
100718,0.01
100719,0.67
100720,0.0
100721,0.0
100722,0.02
100723,0.05
100724,0.04
100725,0.05
100726,0.04
100727,0.19
100728,0.05
100729,0.01
100730,0.0
100731,0.0
100732,0.02
100733,0.29
100734,0.28
100735,0.2
100736,0.32
100737,0.01
100738,0.0
100739,0.2
100740,0.01
100741,0.01
100742,0.01
100743,0.27
100744,0.05
100745,0.0
100746,0.0
100747,0.0
100748,0.12
100749,0.01
100750,0.0
100751,0.02
100752,0.09
100753,0.01
100754,0.06
100755,0.37
100756,0.02
100757,0.01
100758,0.46
100759,0.01
100760,0.03
100761,0.25
100762,0.02
100763,0.52
100764,0.01
100765,0.0
100766,0.01
100767,0.02
100768,0.0
100769,0.15
100770,0.08
100771,0.04
100772,0.02
100773,0.01
100774,0.09
100775,0.08
100776,0.02
100777,0.01
100778,0.05
100779,0.02
100780,0.0
100781,0.05
100782,0.01
100783,0.01
100784,0.01
100785,0.0
100786,0.01
100787,0.1
100788,0.11
100789,0.0
100790,0.11
100791,0.0
100792,0.02
100793,0.11
100794,0.03
100795,0.17
100796,0.0
100797,0.41
100798,0.13
100799,0.0
100800,0.05
100801,0.01
100802,0.04
100803,0.07
100804,0.0
100805,0.03
100806,0.11
100807,0.04
100808,0.01
100809,0.0
100810,0.01
100811,0.05
100812,0.0
100813,0.0
100814,0.19
100815,0.1
100816,0.01
100817,0.0
100818,0.14
100819,0.48
100820,0.0
100821,0.08
100822,0.0
100823,0.01
100824,0.08
100825,0.0
100826,0.61
100827,0.02
100828,0.08
100829,0.14
100830,0.0
100831,0.11
100832,0.0
100833,0.03
100834,0.02
100835,0.01
100836,0.28
100837,0.21
100838,0.01
100839,0.02
100840,0.0
100841,0.06
100842,0.03
100843,0.01
100844,0.04
100845,0.03
100846,0.01
100847,0.06
100848,0.07
100849,0.15
100850,0.0
100851,0.04
100852,0.2
100853,0.03
100854,0.0
100855,0.4
100856,0.48
100857,0.01
100858,0.0
100859,0.03
100860,0.05
100861,0.02
100862,0.11
100863,0.22
100864,0.01
100865,0.15
100866,0.41
100867,0.29
100868,0.03
100869,0.02
100870,0.0
100871,0.0
100872,0.01
100873,0.1
100874,0.0
100875,0.02
100876,0.0
100877,0.02
100878,0.15
100879,0.0
100880,0.07
100881,0.0
100882,0.0
100883,0.13
100884,0.5
100885,0.04
100886,0.02
100887,0.02
100888,0.03
100889,0.03
100890,0.0
100891,0.0
100892,0.01
100893,0.0
100894,0.0
100895,0.46
100896,0.05
100897,0.05
100898,0.02
100899,0.0
100900,0.01
100901,0.0
100902,0.06
100903,0.03
100904,0.15
100905,0.17
100906,0.14
100907,0.02
100908,0.0
100909,0.0
100910,0.03
100911,0.01
100912,0.5
100913,0.06
100914,0.02
100915,0.05
100916,0.02
100917,0.5
100918,0.08
100919,0.0
100920,0.01
100921,0.01
100922,0.0
100923,0.01
100924,0.09
100925,0.01
100926,0.0
100927,0.02
100928,0.11
100929,0.03
100930,0.01
100931,0.31
100932,0.02
100933,0.25
100934,0.0
100935,0.0
100936,0.0
100937,0.0
100938,0.3
100939,0.01
100940,0.04
100941,0.06
100942,0.0
100943,0.36
100944,0.0
100945,0.03
100946,0.07
100947,0.04
100948,0.02
100949,0.02
100950,0.33
100951,0.09
100952,0.02
100953,0.21
100954,0.02
100955,0.1
100956,0.06
100957,0.18
100958,0.0
100959,0.01
100960,0.03
100961,0.0
100962,0.01
100963,0.08
100964,0.03
100965,0.03
100966,0.15
100967,0.01
100968,0.06
100969,0.0
100970,0.0
100971,0.09
100972,0.0
100973,0.01
100974,0.07
100975,0.08
100976,0.02
100977,0.01
100978,0.0
100979,0.0
100980,0.0
100981,0.15
100982,0.0
100983,0.02
100984,0.03
100985,0.0
100986,0.62
100987,0.07
100988,0.07
100989,0.04
100990,0.02
100991,0.0
100992,0.0
100993,0.0
100994,0.01
100995,0.0
100996,0.21
100997,0.0
100998,0.0
100999,0.11
101000,0.03
101001,0.0
101002,0.04
101003,0.01
101004,0.13
101005,0.0
101006,0.0
101007,0.04
101008,0.15
101009,0.0
101010,0.0
101011,0.42
101012,0.1
101013,0.02
101014,0.04
101015,0.03
101016,0.03
101017,0.0
101018,0.0
101019,0.01
101020,0.01
101021,0.09
101022,0.01
101023,0.08
101024,0.0
101025,0.24
101026,0.03
101027,0.03
101028,0.01
101029,0.02
101030,0.02
101031,0.17
101032,0.01
101033,0.02
101034,0.11
101035,0.0
101036,0.2
101037,0.07
101038,0.12
101039,0.04
101040,0.56
101041,0.63
101042,0.07
101043,0.01
101044,0.05
